fips_code,State_name,County,Cases_7_day_count_change,cases_per_100K_7_day_count_change,new_cases_week_over_week_percent_change,percent_test_results_reported_positive_last_7_days,percent_test_results_reported_positive_last_7_days_7_day_count_change,total_test_results_reported_7_day_count_change,total_test_results_reported_7_day_count_change_per_100K,total_new_test_results_reported_week_over_week_percent_change,deaths_7_day_count_change,deaths_per_100K_7_day_count_change,new_deaths_week_over_week_percent_change,hotspot_history_last_14_days,numDaysDownward,population_density_2019,avg_hh_size,percent_uninsured_2019,poverty_rate_2019,percent_65_plus,percent_american_indian_ak_native,svi_rank,ccvi_score,aoc_continuum_status,report_date,case_death_start_date,case_death_end_date,testing_start_date,testing_end_date,hospital_data_collection_date,total_hospitals_reporting,admissions_covid_confirmed_last_7_days,admissions_covid_confirmed_7_day_rolling_average,admissions_covid_confirmed_last_7_days_per_100_beds,admissions_covid_confirmed_week_over_week_percent_change,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_inpatient_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_icu_beds_used_confirmed_covid,cases_per_100k_14_day_count_change,percent_positive_14_day,school_composite,community_transmission_level,poverty_rate_2019_state_avg,percent_65_plus_state_avg,population_density_2019_state_avg,avg_hh_size_state_avg,percent_uninsured_2019_state_avg,population_density_2019_US_avg,avg_hh_size_US_avg,percent_uninsured_2019_US_avg,poverty_rate_2019_US_avg,percent_65_plus_US_avg,total_population_2019,Metro_status,NCHS_status,state_population,US_population,rucc_description
37039,North Carolina,Cherokee,10,34.95,233.33,16.67,8.05,60,209.7,3.45,1,3.5,-66.67,0,0,62.81,2.29,14,16.5,30.49,1.4,0.4869,0.66,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,0,1,0.14,7,,,,0,,,0,45.44,12.7119,Moderate risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,28612,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37041,North Carolina,Chowan,2,14.34,,8.33,6.32,72,516.39,-51.68,0,0,-100,0,29,80.76,2.33,11.9,19.6,25.25,1.2,0.8118,0.91,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,,0,0,1,0,0,1,14.34,4.0724,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,13943,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37043,North Carolina,Clay,6,53.42,-88.89,0,0,14,124.65,-30,0,0,0,0,2,52.24,2.13,14.6,15.8,31.89,0,0.2191,0.75,ModerateBurdenResolving,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,534.24,0,Lowest risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,11231,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37045,North Carolina,Cleveland,28,28.59,115.38,4.05,1.81,865,883.13,-11.73,0,0,0,0,11,210.99,2.59,12.3,20.2,18.96,0.2,0.835,0.87,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,4,0.57,1.97,,0.0242,0.0051,1,0.0952,-0.0079,1,41.86,3.0894,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,97947,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37047,North Carolina,Columbus,9,16.21,-65.38,2.53,0.05,395,711.61,40.07,0,0,0,0,3,59.17,2.39,13.7,23.8,20.57,3.3,0.9481,0.97,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,2,0.29,2.94,-0.7143,0.0599,0,1,0.0476,-0.0159,1,63.05,2.5111,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,55508,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37049,North Carolina,Craven,8,7.83,33.33,1.65,0.73,666,652.05,-12.25,0,0,0,0,44,144.56,2.4,11.4,15.3,19.68,0.4,0.8099,0.66,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,-1,0.0089,-0.0094,1,0.0124,0.0062,1,13.71,1.2632,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,102139,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37051,North Carolina,Cumberland,148,44.11,38.32,9.72,2.12,1677,499.84,12.85,0,0,-100,0,52,514.14,2.55,10.2,18.2,12.2,1.3,0.864,0.95,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,3,18,2.57,2.36,1,0.0234,0,3,0.0529,0.0088,3,76,8.7259,Higher risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,335509,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37053,North Carolina,Currituck,2,7.2,0,3.61,0.48,83,298.96,-13.54,0,0,0,0,47,106,2.53,13.7,10,16.39,0.6,0.1194,0.33,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,14.41,3.352,Lower risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,27763,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37055,North Carolina,Dare,8,21.62,14.29,7.82,6.5,371,1002.46,22.44,0,0,0,0,9,96.57,2.3,14.9,8.2,22.16,0.2,0.1449,0.4,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,,0,-0.0588,1,,,0,40.53,4.8961,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,37009,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37057,North Carolina,Davidson,18,10.74,-18.18,3.21,0.42,966,576.34,-10.14,0,0,0,0,51,302.99,2.49,11.4,15.5,18.55,0.4,0.6841,0.8,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,2,1,0.14,0.42,-0.6667,0.0066,-0.01,2,0.0122,-0.0168,2,23.87,2.9887,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,167609,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37059,North Carolina,Davie,5,11.67,-16.67,1.65,-1.94,242,564.81,-3.59,0,0,0,0,81,162.48,2.6,10.8,13.7,21.66,0,0.4411,0.77,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,,0,0,1,,,0,25.67,2.6369,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,42846,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37061,North Carolina,Duplin,25,42.56,177.78,3.35,-0.64,358,609.46,9.82,3,5.11,,0,0,72.1,2.69,17.9,24.1,19.42,0.2,0.979,0.99,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,1,0.14,2.94,,0.0084,0.0084,1,0,0,1,57.88,3.655,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,58741,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37063,North Carolina,Durham,78,24.26,178.57,2.23,0.97,4031,1253.86,-9.25,0,0,0,0,0,1122.18,2.37,12.2,16,13.61,0.3,0.6197,0.39,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,4,13,1.86,1.01,0,0.0228,0,5,0.0477,0,3,32.97,1.7231,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,321488,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37065,North Carolina,Edgecombe,3,5.83,-40,3.24,1.96,524,1018.03,11.49,0,0,0,0,66,101.84,2.46,11.2,23.6,20.42,0.4,0.9726,0.99,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,3,0.43,5,2,0,0,1,0.0536,0.0536,1,15.54,2.3139,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,51472,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37067,North Carolina,Forsyth,38,9.94,-72.26,1.18,-0.21,3214,840.71,3.88,2,0.52,-33.33,0,62,937.44,2.46,11,17.6,16.41,0.2,0.6834,0.39,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,3,6,0.86,0.31,-0.3333,0.0089,0,3,0.0275,-0.0131,2,45.78,1.2841,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,382295,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37069,North Carolina,Franklin,1,1.44,-75,1.47,-1.24,613,879.67,-7.68,0,0,0,0,63,141.69,2.56,11.2,14.4,17.13,0.4,0.6376,0.85,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,7.18,2.1143,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,69685,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37071,North Carolina,Gaston,17,7.57,-50,3.59,0.93,1670,743.78,-11.31,0,0,0,0,67,631.14,2.62,10.8,15.6,16.32,0.4,0.672,0.7,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,0,2,0.29,0.69,1,,,0,,,0,22.71,3.096,Lower risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,224529,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37073,North Carolina,Gates,0,0,0,0,-1.89,17,147.03,-67.92,0,0,0,0,67,33.94,2.57,8.5,11.1,20.91,0.8,0.3567,0.78,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,0,1.4286,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,11562,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37075,North Carolina,Graham,8,94.78,0,5.71,2.26,35,414.64,20.69,0,0,0,0,18,28.91,2.57,17.1,18.1,24.49,8.1,0.6338,0.7,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,189.55,4.6875,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,8441,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37077,North Carolina,Granville,8,13.24,,2.17,1.55,782,1293.78,-18.96,0,0,0,0,0,113.62,2.62,9.1,13.9,17.66,0.5,0.6561,0.79,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,2,0.29,4.4,,0.0126,0.0126,1,0,0,1,13.24,1.3165,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,60443,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37079,North Carolina,Greene,2,9.49,100,3.68,1.84,190,901.8,-30.15,0,0,0,0,18,78.99,2.56,16.6,25.7,17.05,0.5,0.9924,0.97,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,14.24,2.5974,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,21069,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37081,North Carolina,Guilford,116,21.59,-19.44,0.99,-0.41,5256,978.45,1.06,0,0,0,2,0,831.63,2.49,10.1,15.9,15.53,0.4,0.6369,0.66,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,4,22,3.14,1.78,-0.421,0.0197,-0.0118,4,0.0412,0,3,48.4,1.1954,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,537174,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37083,North Carolina,Halifax,6,12,100,1.79,-2.18,392,783.84,11.05,0,0,-100,0,73,69.1,2.38,11.4,25.2,21.38,3.4,0.9646,0.98,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,1,0.14,0.64,,0,0,1,0,-0.051,1,18,2.8188,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,50010,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37085,North Carolina,Harnett,42,30.89,31.25,5.62,2.18,854,628.05,22.53,0,0,0,0,62,228.52,2.82,11.3,17,12.84,0.8,0.7869,0.77,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,5,0.71,5.19,0.6667,0.0182,-0.0083,1,0.0306,-0.0408,1,54.42,4.6422,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,135976,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37087,North Carolina,Haywood,1,1.6,-66.67,1.5,-0.12,333,534.36,34.82,1,1.6,0,0,59,112.57,2.28,10.8,13.9,24.99,0.3,0.2809,0.81,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,-1,0,-0.01,1,0,-0.0286,1,6.42,1.5517,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,62317,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37089,North Carolina,Henderson,4,3.41,,1.27,-0.73,551,469.27,-8.01,0,0,0,0,65,314.84,2.32,11.5,10.6,26.37,0.2,0.321,0.56,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,2,0.29,0.95,-0.5,0.0068,0,2,0,-0.0126,2,3.41,1.6522,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,117417,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37091,North Carolina,Hertford,5,21.12,,0.97,-0.85,103,435.02,-6.36,0,0,0,0,64,67.04,2.47,12.3,23.4,20.43,1,0.9873,0.98,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,-1,0.01,0,1,0.0625,0.0089,1,21.12,1.4085,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,23677,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37093,North Carolina,Hoke,14,25.35,40,6.25,1.51,352,637.29,28.47,0,0,0,0,36,141.58,2.92,12.8,21,10.6,7.9,0.8924,0.92,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,7,1,14.29,0.1667,0.0408,-0.0175,1,0.1071,0.1071,1,43.45,5.5911,Moderate risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,55234,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37095,North Carolina,Hyde,0,0,-100,0,0,38,769.7,-7.32,0,0,0,0,67,8.06,2.68,15.8,22.3,22.56,0.2,0.8627,0.98,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,20.26,0,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,4937,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37097,North Carolina,Iredell,24,13.2,-35.14,2.69,0.66,929,510.98,-14.3,0,0,0,0,62,316.57,2.62,9.6,11.8,16.23,0.3,0.3745,0.59,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,3,12,1.71,3.79,1.4,0.0252,0.0126,3,0.0357,-0.0079,3,33.55,2.3348,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,181806,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37099,North Carolina,Jackson,0,0,0,2.86,2.33,175,398.29,-6.91,0,0,0,0,14,89.47,2.32,13,19.4,19.94,7.9,0.6236,0.71,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,0,0,0,0,,,,0,,,0,0,1.6529,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,43938,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37101,North Carolina,Johnston,45,21.5,-34.78,2.5,-0.3,1201,573.71,-25.22,1,0.48,0,0,60,264.58,2.82,12.2,13.3,13.64,0.4,0.5395,0.85,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,4,0.57,2.26,0,0.0363,0,1,0,0,1,54.46,2.6719,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,209339,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37103,North Carolina,Jones,1,10.62,0,7.14,3.69,56,594.54,-35.63,0,0,-100,0,27,19.98,2.31,15.5,26.2,23.96,0.3,0.8761,0.95,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,21.23,4.8951,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,9419,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37105,North Carolina,Lee,9,14.57,-30.77,3.77,0.25,398,644.23,-6.57,0,0,0,0,52,242.21,2.72,14.1,16.1,16.84,0.6,0.8481,0.92,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,1,0.14,2,,0.0057,0.0057,1,0.0571,0.0571,1,35.61,3.6408,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,61779,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37107,North Carolina,Lenoir,8,14.3,-11.11,2,1.48,551,984.83,-5.16,0,0,0,0,40,140.19,2.42,13.3,23,20.2,0.3,0.9933,0.98,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,2,0.29,1.01,0,0.0373,0,1,0.4184,0.2551,1,30.38,1.2368,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,55949,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37109,North Carolina,Lincoln,22,25.55,120,2.82,-0.01,674,782.71,-17.2,0,0,0,0,0,291.07,2.52,9.8,14.4,17.95,0.2,0.3564,0.69,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,5,0.71,4.42,4,0.0275,0,1,0.0429,-0.0286,1,37.16,2.8226,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,86111,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37113,North Carolina,Macon,6,16.73,200,4.52,0.76,221,616.32,66.17,0,0,0,0,0,69.55,2.17,14.2,16.6,28.86,0.5,0.3548,0.68,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,2,0,0,0,,0.0132,-0.0159,2,0,0,1,22.31,4.2373,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,35858,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37115,North Carolina,Madison,0,0,0,1.24,0.34,242,1112.39,118.02,0,0,0,0,41,48.39,2.4,10.2,17.6,23.14,0.1,0.4586,0.56,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,0,1.1331,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,21755,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37117,North Carolina,Martin,10,44.56,0,4.27,0.6,234,1042.78,-28.44,0,0,0,0,7,49.16,2.42,10.4,18.2,23.94,0.3,0.7541,0.95,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,-1,0.1019,0.0463,1,0.2222,0.0556,1,89.13,3.9216,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,22440,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37111,North Carolina,McDowell,0,0,0,1.86,-1.63,430,939.77,36.51,0,0,0,0,31,104,2.45,11.4,17.1,20.8,0.5,0.7895,0.85,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,,0.0476,0.0095,1,0,0,1,0,2.5503,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,45756,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37119,North Carolina,Mecklenburg,296,26.66,10.45,2.71,0.31,13120,1181.6,-2.94,0,0,-100,0,0,2120.7,2.57,11.9,12.7,11.5,0.2,0.4408,0.41,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,7,16,2.29,0.54,-0.1579,0.0186,0,9,0.0431,0.0138,7,50.79,2.5527,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,1110356,Metro,Large central metro,10488084,331996199,Counties in metro areas of 1 million population or more
37121,North Carolina,Mitchell,1,6.68,,2.35,0.61,85,568.03,-26.09,0,0,0,0,52,67.63,2.31,12.6,14,25.46,0.6,0.4223,0.64,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,,0,0,1,0,0,1,6.68,2,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,14964,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37123,North Carolina,Montgomery,2,7.36,-60,3.77,2.05,212,780.19,-8.62,0,0,-100,0,15,55.28,2.51,13.5,19.7,21.14,0.3,0.8713,0.92,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,0,0,0,,0,0,1,,,0,25.76,2.7027,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,27173,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37125,North Carolina,Moore,22,21.81,69.23,5.38,2.9,502,497.62,-10.99,2,1.98,,0,13,144.59,2.42,9.4,12.6,23.98,0.7,0.3621,0.66,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,12,1.71,3.06,0.7143,0,0,1,0.146,0.0062,1,34.69,3.8462,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,100880,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37127,North Carolina,Nash,27,28.63,-10,3.47,-2.15,950,1007.44,-4.71,3,3.18,,0,0,174.48,2.5,10.1,15.5,19.04,0.6,0.8287,0.93,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,7,1,2.27,-0.3636,0.0158,0,2,0,-0.0136,1,60.45,4.5711,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,94298,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37129,North Carolina,New Hanover,26,11.09,85.71,1.95,0.76,1331,567.66,5.47,0,0,0,0,74,1219.62,2.32,10.2,17.3,18.4,0.3,0.3771,0.29,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,2,9,1.29,1.09,0.8,0.0171,0,2,0.0055,0,1,17.06,1.5812,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,234473,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37131,North Carolina,Northampton,1,5.13,,3.13,-1.19,128,656.98,-20.99,0,0,0,0,74,36.3,2.24,14.9,21.9,26.98,0.4,0.9022,0.93,LowBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,1900-01-01,0,0,,,,,,0,,,0,5.13,3.7931,Lower risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,19483,Non-metro,Micropolitan,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37133,North Carolina,Onslow,60,30.31,-10.45,6.12,-1.46,637,321.82,-16.73,2,1.01,100,0,56,259.74,2.71,8.6,13.8,9.61,0.4,0.7465,0.57,ModerateBurden,2021-07-06,2021-06-28,2021-07-04,2021-06-27,2021-07-03,2021-07-04,1,2,0.29,1.32,-0.5,0.0211,-0.0152,1,0.0119,-0.1548,1,64.16,6.9187,Moderate risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,197938,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
